David J. Stewart

Glen Shadix
Cyrille ReyCoquis
Ellen McPherson
Ronald Squire
Adrienne Burnett
Pat OMoore
Tatum ONeil
Del Henderson
Julie Walters
Volker Bohnet
Ronee Blakley
Robert Crenna
Gerladine Brock
Mlle.~Romain
Russell Hardie
Real Andrews
Ruby Keeler
Veree Teasdale
Pauline Polaire
William Challerel
Fats Waller
Maria Pittilo
Kate Maberly
Alyson Spiro
Whitney Green
Brenda deBanzie
Gunther Kieslich
Rose Stradner
Sheila Kelly
Laura Myraya
Fred E. Leuchter~jr.
Simone Cressier
Kerry Fox
Patricia Owens
Harry s.
Alessandro Gasman
Yukio Mishima
Frances Gifford
Liv Schreiber
Bobby Clark
Ludwig Hartau
Anne Gadepeau
Anna Pavlova
Wings Hauser
Hermione Gingold
Dirk Kummer
Peter Arne
Dale Evans
Josh Hartnett
Fiona Walker
Robert Benchley
Carey Lovell
Betty Ann Davies
Basil Redford
Eduardo Cianelli
June Prentis
Evelyn Guerrero
Marie Luisa Rolando
Garry Marsh
Brittney Powell
Adam Faith
Madeleine Solange
Fay Helm
Ruth vonHagen
Preben Lerdoff Rye
Ann Harding
Howard Philips
Richrad ney
Huylya Avsar
Van Heflin
Claude Chabrol
Rudolf Nureyev
Audie Murphy
E. Alexeyva
Francoise Rosay
Cathleen Cordell
Kelly Preston
Skelton Knaggs
Kim McGuire
John Banner
Coleen Dewhurst
Gary McDonald
George Curzon
Albert Hall
Hakan Westergren
James Gandolfini
James Saxon
Harry Thurston
Linda Jer
Claire Skinner
Kurtwood Smith
Barbra Streisand
Norma Aleandro
Michael Badalucco
Griff RhysJones
Bill Henderson
Max Schreck
Leo Rossi
Andrew Tombes
Rebecca Firth
John Ridgeby
Darip
Zoe Lund
Pepe Senna
Michel Galabru
Marianne Sagebrecht
Horst Erhardt
Henry Kendall
Robert Towne
Carole Eastman
Lawrence Gray
Bob Steele
Diane Ladd
Marcelia Cartoxo
Hayley Mills
Randell Dale Adams
Ken Maynard
Olive Fuller Golden
Beatrice Campbell
Georges Geret
HansRichter Mueller
Charlie Hofheimer
Robert Lowrey
JaenPierre Leaud
Norman Fell
Enid StampTaylor
Charles Seel
Jeff Burton
Nina
Daine Sayer
Kathy Najimy
David McLean
Richard Ainley
Audrey Tatou
Alan Danziger
Wilfrid Brambell
Bill Nighy
Van Quattro
John Eldredge
Edmond Breon
Lisa Kreuzer
Junko Ikeuchi
Edward VanSloan
Joe Downing
Tom Fleming
Bruce Willis
Charles Laughton
Joanna Barnes
Dylan Kussman
Felix Locher
Finlay Currie
E.Katherine Kerr
Cherie Lunghi
Saul Rubinek
Julie Ege
William Hartnell
Carole Landis
Daliah Levi
Zsa Zs Gabor
He Cafei
Dan Seymour
Michael Trubshawe
Dell Henderson
Michael Hui
Susan Hampshire
Kevyn Major Howard
Richard Jenkins
Charles Bickett
Robert LeVigan
Roger Delgado
Ivo Garrani
Sharon Angela
Peter Donat
Katherine Kath
David Manzy
Strother Martin
Victor Tayback
John Kavanagh
Irene Windust
Pauline Moore
Adrienne Shelley
Maria Therese Vianello
Camilla Overbye Roos
Calista Flockhart
John Irving
Asleigh Aston Moore
Alexander dArcy
Ian Ogilvy
Deborah Unger
William Finley
Leslie Ash
Kawali Singh
Tara Fitzgerald
Tamara Taylor
Will Quadflieg
Cyril Collard
Fred Travalena
Ariyan Johnson
Oh Jung-Hae
Omar Epps
Geoffrey Rush
Jean Wiles
Noah Beery
David Collings
Peter Weller
Herve Villechaize
Charles Bryant
Heath Lamberts
Hindle Edgar
Faith Domergue
Kaethe vonNagy
Virginia Madsen
Tracy Arnold
UlrichThomsen
Chistopher Lloyd
Bill Murray
Ellaline Teriss
Clark Johnson
Evelyn Hall
Gustav Serena
Scraps
Guo Tao
Gordon Scott
Simon BakerDenny
Traci Wolfe
David Argue
Larry Gates
Jaques Perrin
Juliet Prowse
Rolf Walter
John Howard Davies
Robert Burke
JeanLuc Bideau
Walter Percival
Henri Vilbert
Sadie Frost
Rick Dean
Diana Hyland
Shirley Knight
Michael Zaslow
Tom McGuire
Marcus Lyle Brown
Jihmi Kennedy
James Gleason
Peter Bull
Fannie Ward
Gerard Depardieux
Peter Koch
J.A. Preston
John Ridgely
Debra Winger
Gloria Rodrigues
Barbara Morrison
John Breen
Tom Guiry
Anouk Aimee
Goran Bernhard
Spring Byington
Keneth Kent
Terence Hill
Claude Lelouche
Jane Fonda
Laurent Terzieff
Patricia Barry
Paul Maxwell
Anhony Michael Hall
Eric Pearce
Lotte Neumann
Cliff Curtis
Elisha Cokk~jr.
Tiny Ron
Ted Lewis
Tony Vilar
Mike Nussbaum
Michael Strong
Walter Cotell
Edythe Chapman
George Kane
Richard Rober
Larry deRussy
Richard Carle
Embeth Davidtz
Marlene Clark
Maria Perschy
Rodolfo Acosta
Elisha Cook~jr
Jorgen Lindstrom
Cheryl Campbell
Diane CrittendenForast
Ettore Garofolo
Norman McKinnel
Miguel Sandoval
Gumball
Steven Bauer
Robert Vignola
Paul Irving
Suzie Humphries
Virginia Gregg
Robert Stephens
Ingrid Boulting
Aitana SanchezGion
sa
Cora Miao
Charles Judels
Allison Dean
Jodie Foster
Sam McMurray
Tom Bowie
Nancy Taw
Cicely Browne
Josh Hopkins
Jason Schwartzman
Amelda Brown
Betty Connell
sr
Christie Brinkley
Eric Blore
Jean Harlow
Maurice Garvel
Francois Lebrun
Robert Stevens
Anthony Dawson
Harold Blankenship
Louise Allbritton
Richard Bries
Harry Warren
Karin Molander
Scatman Crother
J.C. Nugent
Kent Smith
Jonee Gamboa
Cameron Finley
Dick Rich
Virginia Green
Albert Popwell
Archie Savage
Jimmy Workman
Olof Sandburg
Lyda Borelli
Roberta Maxwell
Jack Mulhall
Manuel Lozano
Harriet Walker
Laura Elliot
Elen Greene
Tom Wilknson
Harry Tyler
Ron Eldard
Curu Bois
Neil ODay
Paul Massie
Rochester
Ernst Deutsch
John Hannah
Hardy Kroger
Laurence Fishburn
Alex Rocco
Red Mitchell
Dick Bangham
Joe Don Baker
Sigrid Gurie
Lou Crisoula
Barry Gordon
Derek Frances
Nguyen Anh Hoa
Charles Brown
Harold Lloyd~jr.
Polly Hollyday
Wyrly Birch
Brittney Lewis
Craig Burke
Sonnie Hale
Gustav Gr\"undgens
Lilian Bond
Bruce Campbell
Michele Lamar Richards
Einar Zangeberg
Karen Fergusson
Manuel Donde
Perry Como
John Candy
Raul Julia
Richard Backus
Michael V. Gasso
Mitzi Capuchin
Alfred Goddard
Tom Bower
Pierre Louis
Meg Tilly
Kevin Sorbo
Jacques Denis
Macauley Culkin
Devey Weber
Al Ferguson
Doris Roberts
Rupert Wainwright
Andrew Duggan
John Ewart
Dom DeLuise
Leilani Ferrer
Abraham Sofaer
Vampira
Walter Janssen
Sammy Davis
Roy Roberts
Paul Hurst
Asia Argento
Malcolm McLaren
James Naughton
Erin OBrienMoore
William Daniels
Lito Capino
Verushka
Milly Glessing
Larenz Tate
Jay Mohr
Frank Elliott
Michael Margotta
Mike Damus
Sidney Berger
Baddy Hacken
Harvey Miller
Lowell Thomas
Leon Belasco
Grover Dale
Rick Ballas
Earl Pingree
Chisu Ryu
Arthur Edmund Carewe
William Prince
Tony Bell
Geraldine McEwen
Antonella Ponziani
Charles Dutton
Victoria Russell
Joe Roberts
Monica Potter
Anni Shizuka
Bradford Bancroft
Greg Altman
Valerie Quinnessen
Randle Ayrton
Ken McArity
John Saxon
Grace Moore
Holmes Herbert
Olaf Hytten
Betty Garrett
Alfons Haider
Anne Bowen
Harry Baur
Neil Hamilton
Ringo Starr
Mala Powers
Nadine Nortier
Edward Rigby
Billie Holiday
Kaitlyn Hooper
Patricia Knox
Peter Redford
Grant Shaud
Christopher Gable
Clegg Hoyt
Forrest Robinson
Pearl Kaplan
Jack Watson
Lyda Roberti
Hank Morgan
Branka Katic
Victor Kilian
Jo Anne Worley
Robin Morse
Lyda Roberts
Gale Robbins
Thomas Simon
Marc Porel
Halil Ergun
Peter McDonald
Francoise Arnoul
Ted Wass
Hana Slikova
William Greene
Jessica C.
Eleanor Bron
Esther Howard
Conrad Nagel
Donna Reed
Rondo Hatton
Hedda Hopper
Jaye Davidson
Herman Glogauer
Charles Farrell
Jobyna Howland
Werner Schroeter
Lionel Belmore
Celia Gregory
Winston Chao
Maria Conchito Alonso
Jeffrey Wheat
David Nivens
Jeremy Reid
Noble Johnson
Nancy McCurran
Valeria Golino
Michael Kraft
Geraldine McEwan
Sally Todd
Priscilla Morrill
Ian Keith
Christoph Waltz
Ray Beck
George Taylor
Anita Harris
Hidetaka Yoshioka
Olivia Hamnett
Taylor Mead
Jean Lenoir
Diane Lane
Roberto Begnigni
Rachel Saenz
Lady Chablis
Whit Reichert
Max Pomeranc
Mary Morris
Cecil Kellaway
Dennis Haysbert
Jaqueline Obradors
Hoyt Axton
Martha Keller
Andrew Tiernan
David Morse
Micker Roony
Kim Burfield
Maric Chapkin
Terence Morgan
Dorothy Adams
Godfrey James
Belinda J. Montgomery
David Wenham
Karen Valentine
Matt Lattanzi
Eanda hendrix
Phil Collins
Christopher Pate
Spec ODonnell
Sally Stewart
Eddie Kane
Kenneth Riegel
Chris Mulkey
Randy Sparks
William Wise
Ron Silver
Craig Wesson
Terry OQuinn
Sue Lloyd
Ginger Rogers
James Crane
Roy Damour
Gabriele Ferzetti
Steven Lorber
Sergai Kamorov
Brian Bloom
Michel Valette
Beverly Ballard
Heinrich Schafmeister
Tess Harper
Chan Yun Fat
Maggie King
Zsa Zsa Gabor
Ane Heche
Philip Abbott
Greta Schroeder
Gail Bonney
Jon Wengraf
Jackie Coogan
Alison Steadman
Justino Diaz
Bob Karnes
Carol Lynley
Aileen Marson
Joaquin La Habana
Charles Davis
Douglas Fairbanks
Jaqueline Susann
David Clendinning
Gabrielle Charteris
Dorothy Dell
Peter Madden
Aleksander Fogiel
Hiroshi Fuijooka
Tina Aumont
Bruno VeSota
Dana Winter
Terry Saunders
Simone Genevois
Henry Walthall
Ina Hunter
Melissa Sue Anderson
Fairuza Balk
Dinosaur~jr.
Jill Bennett
Eddie Falco
Jacqueline White
Gloria LeRoy
Paul Biensfeldt
James Craig
Alec Mccowen
Robert Trebor
Louis Jordan
Nicole Ann Samuel
Darcy Marta
Judd Nelson
Sean Austin
Canmpell Scott
Nancy Welford
Quinnn Redeker
Daniele deMetz
Dan Seymor
Cliff Edwards
Alfie Wise
Caroline Neher
Meinhardt Raabe
Susan Clark
Barbara Britton
Lyndon Brook
Karl Scheydt
Tim Guinee
Lupita Ferrer
Ursula jens
Frederic Ashton
Janet Brown
Jacques Bernard
Christopher Neame
M.K. Harris
Dorothy Adsams
Bert Lytell
Aaron Schwartz
Peter Boyle
Olga Baraclanova
Charles Cioffi
Aaron Kincaid
John Dennis
Vincent Risterucci
Chloe Sevigny
Joan Peers
Mike Myers
Cathy Tyson
Ian Hart
Dave A. Stewart
Charles Tingwell
Robert Carlyle
Sid Haig
Lea Padovani
Elizabeth Bisbon
Phyllis Newman
Lillian Hellman
Vanessa Howard
Etienne Chicot
Ruggero Raimondo
Bobby Rydell
Sharon Taylor
Melissa Hayden
Gail Neely
Heath Ledger
Shirley Jones
Florenz Ziegfeld
Phillipe Levree
Val\'erie Bonnier
Margot Kidder
Nancy Loomis
Rakhee
Cecily Carroll
Faith Prince
Alain Chabat
John Harron
Chad Lindberg
Esko Nikkari
Alan Napier
Sybil Jackson
Arthur Aylesworth
Carol Lombard
Nicole Beringer
Sarah Mitchell
Natasha Pyne
Michael Goodliffe
Dick Shawn
Jean Rogers
Alfred Drayton
Robert Evans
Carole Richert
Howard Marion Crawford
Evel Knievel
Charlotte Greenwwod
Mary Tamm
Bernie Mac
John Mc
Rad Fulton
Melissa Moore
Lothaire Bluteau
Gary Busey
Jun Asami
Gregory Itzin
Karolyn Grimes
Tomothy Birsfield
Kippy Campbell
Ketti Gallian
Jimmy Karoubi
Chris Connelly
Harry Crosby
Jay C. Flippen
Ford Rainey
Roger Lloyd Pack
Maggie Dirane
Patricia Crowley
Lillian OMalley
N.A. Rogozbin
Edward James Olmos
Jean Desailly
Jean Bouise
David Allen Coe
Tom Wood
Cumhur Vural
Leif Garrett
Kathleen ORegan
Joanne Price
Leona Maricle
Lillian Roth
Nigel Miguel
MarieFrance Pisier
Traci Lords
Toyah Willcox
Rene Lefevre
Eddie Borden
John Wayne
Sylvia Sims
Omar York
Paul Kelley
Susan Anton
Michael J, Fox
Gerard Barray
Meret Becker
Mary Treen
Catherine Alvarez
Mari Blanchard
Shirley Ross
Adria Mitchell
Edward Albert
George Baker
Eleanor Powell
Lloyd Nolan
Erich Ponto
Kevin Pollack
Mary Trees
Raymond Pellegrin
Rae Dawn Chong
Jack Wouterse
Helena Carter
David Schwimmer
Tim Daly
Robert Gorman
Jacques Spieser
Dillon McDermott
Sheryl Lee
Katryn Grayson
Boris Karloff
River Phoenix
Jack Nance
Andy McDowell
Charlotte Gainsbourg
Bobby Crawford
William B. Davidson
D.W. Moffett
Lydia Knott
John Verros
Donna Prescow
Donald Curtis
Adam HannByrd
Angie Everhart
Art Evans
Danielle Darrieux
Kathleen Klemont
Pleasant Valley Boys
Ralph Waite
Don Megowan
Lawrence Tibbett
Jerry OConnell
Eug\`ene Deckers
Warrem Hymer
Tom Kennedy
Vanesa Bell Calloway
Alan Marshall
Chris MacDonald
Anne Poivre
Scarlett Johannson
Dana Delany
Al StJohn
Ethel Wales
Keri Rissell
Harriet Anderson
Margaret Weycherle
Jack Hedley
Dennis Vance
David Jansen
Lavonne Paire Davis
Hazel Court
Cathy ODonnell
Horace Hodges
W.C. Fields
Ruth Etting
Rudolph Nureyev
Robin Askwith
Jean Lodge
Robert Sully
Sally Ann Struthers
Jason Alexander
Jeremy Davies
Bill Dancer
Minerva Urcal
Darlick Dempsey
Dawn ODay
Robert Downey~jr
Andrea King
Greg Germann
Louis Zorich
Jeffrey deMunn
Lloyd Gough
John Marshall Jones
Victor Argo.
Charles Durning
Susan Lanier
Louis Jordon
Lance Guest
Phyllida Law
James Eichling
Alicia Silverstone
Richard Deacon
Sandrine Bonnaire
Aurora Walker
Kerwin Mathews
Louise Lorraine
James Anderson
Hugh Thomas
Rudolf Forster
Donald Wildmon
Jane Darnell
Bill Paxton
Allan Garcia
Anthony Higgins
Ruth Sheen
Julia Dean
Todd Susman
Roy Scheider
Steven Wright
Todd Armstrong
Tzi Ma
Gloria Gifford
Yul Brynner
Marjane
Alice Frost
Jaqueline Andere
Mathiau Kassovitz
Russel Simpson
Marjorie Rambeau
Sylvie Habault
Linda Shaw
Philip Davis
Liberty mounton
Mady Berry
Karuna Banerjee
Michal Kitchen
Ivan Dixon
Al Waxman
Tom Reilly
Jack Wayne
Irving Steen
Angela Paton
Madolyn Smith Osborne
Marc McClure
Hansa Czpionka
John Hargreaves
Oliver de Rios
Walter Santesso
Ed Gargan
Fred Kruger
Leonie Pitchford
Dick Crockett
Leon M. Lion
Husnija Hasimovic
Dorothy Dearing
Maxie Rosenbloom
Adrian Pastar
Ernst Hugo Jaregard
Lya Lys
Greta Vagu
Marion Bell
Peggy Ann Garner
Thayer David
Jean Cocteau
Dona Drake
Richard Hale
Rod Mudlinar
Sandy Dennis
Jan Malmsjoe
Philip R. allen
Andy Clyde
Nicholas Surovy
Edith Fellows
Ellen Drew
Alexandra Paul
Rocco Siffredi
Jesse Bradford
Gianna Segale
Gary Goodrow
Doug Davidson
Gaston Morlot
Ciaran Hinds
Catherine Mouchet
Kajol
Steve Kanaly
James Brolin
Stanley Adams
Darrell Zwerling
Lamberto Picasso
Buddy Baer
Roberta Collins
Robert McWage
Mel Wells
Miles OKeefe
Patti LuPone
Gustav Bienert
Erc Bye
Ricky Lake
Austin OBrien
Thurstom Kall
Martha Elliott
Maria Rohm
Kid Creole and the Coconuts
John Nance
Maria deMederios
Ernst R\"uckert
Albert Conti
Miki Manjolovic
Carl Brisson
Nigel Green
Wolf Kahn
Dominique Pinon
Robin Curtis
Johanna Went
Febo Mari
Aldo Parodi
Gerard Sety
Sean Gullette
Walter Cronkite
Adrian Hoven
Richard Fiske
J. Kerrigan
Georges Colin
Nydia Westman
Pupella Maggio
Chester Gan
Roissy de Palma
Luke Edwards
Roberto Benigngi
Betsy Drake
Karen Stride
Elizabeth Perkins
Barabara Cupisti
Maria Rojo
Anthony Dowall
Herbert Brenon
Jacob Joseph Worton
James Wood
Richard Slattery
Daniel Villareal
Dinah Sheridan
Voggo Mortensen
Olivia Hack
Russell Collins
John Lutie
Brad Dourif
Fay Wray
Binnie Hale
John Calvin
JeanPierre Bacri
Keeley Hawes
Laura Rambotham
Jossie Guzman
Caprice Toriel
Jean Howell
Bill Robinson
Denise Richards
Fred Ward
Tony Haygarth
Sam Elliott
Ralph Schicha
Sophia Vembo
Paul Gleason
Suki Kaiser
James Russo
Robert Addie
Antonin StahlyVishwanathan
ToneLoc
Andre the Giant
Chris ODonnell
Enzio Pinza
LaVerne Hutcherson
Jack Albertsob
Michael Constantine
Isidra Vega
Elaine Taylor
Carol Lindley
Richard Hart
Lilian Ghish
Janina Fay
Edward Ryan
Gedeon burkhard
Patience Collier
Margaret Whitton
Jackie Condon
Roger Aaron Brown
Roman daSalvo
Gardner McKay
Hardy Krueger~jr.
Jerry Lewis
Edwige Feulliere
Rosemary Harris
Stephen Macht
Jack Albertson
Mark Richman
Natsuko Ohama
Vincent Padula
David Rydall
Ethan Embry
Natalie Mendoza
Sam Buffington
Eric Tsang Chi Wai
Nicholas Guest
Audrey Long
Leora Davis
Kimberly Beck
Luca Canonici
Amie Carey
Aron Eckhard
Bernard King
Vladimir Barsky
Divine
Michael Wright
Mitsunori Isaki
Simone Signoret
Diane Starin
Judge Reinhold
Barry Nelson
Glen Corbett
Scott Kolk
Greg Wise
Jenny Robertson
Max Croiset
Aya Takanashi
Duane Martin
Gorge Gaynes
Tatiana Samoilova
Fritz Weaver
Jack Alexander
Will Hutchins
Fred Robbins
Marcia Gay Harden
Andie MacDowell
Henry Miller
Priscilla Presley
Miriam Colon
Lee J. Cobb
Laura Devon
Mrs. Dudley Murphy
Matthias Paul
Franco Fabrizi
John Polito
Florinda Bolkan
Babita
Frank Baker
Andrew Strong
Beatrice Fernier
Deborah Winters
Annet Malherbe
Ukele Ike
Rez Cortez
Ewen Bremner
John Darrow
Trevor Howard
Willis Bouchey
Brad Greenquist
Eddie Vedder
Paul E. Burns
Henry ONeill
Corinne Bordon
Pamela Franklin
Caroline Gilmer
Lang Yum
Thomas Mitchell
Abel Gance
Patrick Cargill
Stephen Tobolowsky
Tabea Blumenschein
Beverlee McKinsey
E.G. Daley
Tim Burton
Paul Hogan
Bekana Santos Kaiapo
Tony Eppley
Sam Jaffe
Phil Hartman
Colin Blakely
Susan Cabot
Harry Sweet
Jullianne Moore
Skeggs
Ben Kingsley
Danny delaPaz
Timothy Olyphant
Chia Sara
Kam Tong
Annett Kruschke
John Kassir
Fernand Gavet
Carl Baker
Roger Perry
Lysette Anthony
Jerry Levine
Breno Mello
Artur Shields
James Whitmore
Lenmart Nyman
Katherine Bard
Gustavo Rodriguez
Charlie Bates
Joe Spinell
Beah Richards
Howie Long
Arthure treacher
Annette Crosbie
Maurice Hines
Harsuko Otsuka
Walter Matthau
Juanita Riley
Tommy Bond
Marylin Stonehouse
Hugo Haas
William Devane
Patricia Haines
Catherine OHara
Amanda Pays
Al Franken
Lawrence Grant
Harry Crocker
Jane Lapotaire
Al Pacino
Ross Malinge
Geoffrey Pasltrow
Our Gang
Estelle Winwood
Jeffrey Gott
John DeBello
Sandy Alexander
Nancy Walters
Florence Vidor
Anna Prucnal
Anil Chatterjee
Charlton Heston
Georgia Moll
Vondie Curtis Hall
Peter Hammond
Fabina Udenio
Jami Gertz
Beatrice Lillie
Tom Courtney
Madelein Stowe
Montgomery Glen
Thibault deMontalbert
Bruce Geenwood
Jean Hersholt
Allen Goorwitz
Violet KempleCooper
Zina Bethune
Estelle Clark
Blanch Baker
Peter Jeffrey
Rufe Davis
Gus Leonard
Emory Parnell
Rocky Marciano
George `Foghorn' Winslow
Nenry Armetta
Brad Dexter
Vsevolod Larionov
Joy Page
Margaret Sheridan
Raymond Bailey
Justin Whalin
Charlie Chase
Gerald Blain
Peter Bonerz
Jack Soo
Jonathan Freeman
Marilyn Chris
T.T. Boy
Terri Susan Smith
Henry Mollison
Pat Harrington~jr.
Claudio Brook
Gordie Schnorrer
Terry Valentino
Maria Fiore
Jerome Cowan
Jennifer Lopez
Richard Kiel
Iris Berben
Kenneth Gentile
Frank Gifford
Brigitte Mira
Verna Bloom
Siobhan Finneran
Guinn Williams
Mark stevens
Joanna
Adelene deWalt Reynolds
no\_actor
Karel Stepanek
The Boswell Sisters
Robert Warrick
Lisle Wilson
Leon
Brigitta Petterson
Patrick OBrien
Elroy Hirsch
Gream x
Cherry Jones
Anny Ondra
Mike Ross
Anouska Hempel
Patrice Martinez
Edward Crandall
Everett Sloane
Richard Monette
TinTan
Odette Talazac
Alexander Granach
Luise Rainer
Charles `Buddy' Rogers
Dudley Digges
April Kent
Tony Lorea
Skip Homeier
Jackie Boeringer
Nanni Moretti
Paul Reyolds
Joanna Moore
Stanley Baxter
Charles Hallahan
Gary Basaraba
Louis Turenne
Pierre Lymarie
Marianne Cook
Josef Odin
Krystyna Janda
Dorin Harewood
Frieda Inescort
Bobby Porter
Nina VanPallandt
Anna Mears
Randolph Scott Chandler
Annemarie D\"uringer
Michael Wilding
Charlene Tilton
Linda Hayden
Chris Owen
Fritzi Ridgeway
Ken Wright
Christopher John Fields
Michael StGerard
Albert Dieudonne
Ralph Carlsson
Henry Winkler
Henny Youngman
Marie Wilson
John Arnatt
Matthew Faber
Julia Adams
F.Murray Abraham
Jack Mason
Jacqueline Brumford
Andrew Ray
Veronica Gng
Gary Cooper
Michael Brandon
P. Harris
Tom McGowan
Ricky Schroder
Darwin Joston
Juan Hernandez
Bubba Smith
Lila Kedrova
Jurgen Andersen
Mary Tyler Moore
Gordon John Sinclair
Richard Libertini
Michael Emil
Richard Green
Alan North
Susan Anspach
Rolf Hoppe
Don King
Sheila Raynor
Ana Beatriz Nogueira
Louis Gossett~jr.
Thomas Chong
Iris Hoey
Vernel Bagneris
Morgan Woodward
Joaquin Phoenix
David Fresco
Ivan Deney
Fred Bell
Don Beddoe
Mescalito
Gene Tierney
Arthur Loft
Charlotte Alexandra
Jaqueline Bissett
Gene Gauntier
The Ink Spots
Donald Moffatt
Glenne Headley
Harry Baird
Blanche Frederici
Diane Ellis
Ben Hammer
Tony Leung
Arleen Wheelan
Tom Walls
Freda Jackson
Linden Traver
Rex Harrison
John Justin
Jayne Meadows
Rebecca Sand
John Diehl
Peggy McKay
Jean Anderson
Dita Parlo
Joseph Tomelty
Shawn Hatosy
Carol Dempster
Don Gordon
Nancy Hsueh
Colette Miller
Bokeem Woodbine
Rosalind Miles
Fran Warren
Kareem AbdulJabbar
Ozzy Osborne
Hollis McLaren
Faith Brooks
Judith Reral
Barry G. Harvey
Betty Stockfield
Richard Kind
Leslie Bricuse
Milred Davis
Ralph Moody
Shinsuke Ashida
Annabelle Sciora
Richard Vernon
Jan Hook
Matthew Carriere
Tab Hunter
Walter Woolf King
Gary Sauer
Taldo Kenyon
Laurence Olivier
John Littel
Janet Carroll
Pierce Brosnan
'Screaming' Jay Hawkins
Lisa Howard
Betty Gerritt
Kyoko Kishida
Virginia Mayo
Stella Maris
Barry Sullivan
Matthew Barney
Joe Vitale
Sybille Carrerra
Laura Harrington
S. Kayukov
Sam Waterston
Paul Mooney
Kimberly Elise
Christine Noonan
Isabel Dean
Jordan Christopher
Laurent Malet
Zelfie Tilbury
Virginia Christine
Phoebe Foster
Robert Hardy
Lauren Graham
Joel Brooks
Aneeta Kanwar
Edward Nugent
Tonio Selwart
Pauline Carton
Sam Hardy
Heinrich George
Charles Grapwin
Dennis Hooey
John Fujioka
Joseph Marcell
AhLeh Gua
Jimmy Baird
Connie Nielsen
Percy Marmount
Martin Lassale
Judy Geeson
Verne Troyer
Tessa Richarde
Lerner
Seamus Ford
Gina McKee
Ibrahim Ferrer
Renato Carpentieri
Constance Smith
Don Johnson
Kathryn Grayson
Edward Andrews
Audrey Dalton
Hildegard Knef
Hope Lang
Philip Winter
Ice Cube
Vanessa Brown
Marlena Giovi
Scot Williams
Cary Grant
Patrick Bauchau
Alan Cumming
Johnny Ray
Miriam Margolyes
Lena Horne
June Dayton
Grant Page
Ralph Maccio
Norma Varden
Nona Griffith
Clifford Evans
Jack McGowran
Olivia Hussey
Danny Glover
Amy Johnson
Maximilian Schell
Henry B. Walthall
Jenifer Lewis
John Gries
Nacy Davis
Opal Bush
Terry Gilliam
Si Han
Renee Zellweger
Marita Breuer
Corin Nemec
Sally ONeil
Sonny Landham
Glenn Corbett
Hector Noguera
JeanClaude Drouot
Meg Kasdan
Mickey Roonie
Barbara LeighHunt
Lon Poff
Dianne Foster
Spiros Ficas
Freddie Bartholomew
Kathryn Grant
Paulette Dubost
Olga Tchekhova
Joe Cook
Marshall Efron
Bridget Fonda
Michael Ansara
Elle McPherson
Julie Arthur
Eric Thompson
Alec B. Francis
Maurice Godin
Susan Hatward
Val Kimer
Tom Dodge
Special K McCray
Hubert Kounde
Roshan Seth
Guy Stockwell
Jean Rogeul
Forrest Stanley
John Ridgeley
Anette Bening
MaryLouise Parker
Richard Dysart
Meatloaf
Patricia Routledge
George Riguad
Pedro Armendariz
Mai Deacon
Michael Goodlife
Harpo Marx
Daniel Shalikar
Brent Spiner
Aubrey Woods
Joseph C. Phillips
Charles Korvin
Doug Hutchinson
Byron Foulger
Bruce Altman
Marcel Poncin
Ian Sterling
Mickey Rooney
Colin Hunter
Loryn Lockwood
James Toback Sirico
Miki Morita
Sinead OConnor
Genevieve Thenier
Tito Bustamantes
Audrie J. Neenan
Ken Berry
Alex Nicol
Ole Olsen
William Shappe
Douglas Scott
Victoria Jackson
Mary Philips
Kaz Garas
Daryl Hannah
Clayton Moore
Harry Rosenthal
Bernice Dowis
Preston Foster
Hansa Czyaparski
Veleska Gert
Robert MacNaughton
Neville Brand
Sean Whalen
Sholom BarAba
Nora Gregor
Sharon x
Tom Moore
Alfred Linder
Nicholas Hammond
Madge Kennedy
Pina Pellicier
Virginia Huston
Mae West
Minnie Madern Fiske
Richard Eyer
Fuller Melish~jr
Anita King
Martine Bartlett
